dsstox_sid,very_toxic,nontoxic,LD50_mgkg,EPA_category,GHS_category,casrn,mol_weight,LD50_LM
DTXSID3058084,False,False,648.0,3.0,4.0,3942-54-9,185.61000061,-0.542973633703
DTXSID00192595,False,False,500.0,2.0,4.0,3942-71-0,207.272994995,-0.382427281541
DTXSID90872950,False,False,840.0,3.0,4.0,39430-27-8,376.176,-0.348888201918
DTXSID4032536,False,False,318.0,2.0,4.0,39515-40-7,375.467987061,0.0721457943634
DTXSID0024002,True,False,18.0,1.0,2.0,39515-41-8,349.429992676,1.28808767401
DTXSID3028005,False,False,1222.0,3.0,4.0,39515-51-0,198.220993042,-0.789921558383
DTXSID9063241,False,True,6490.0,4.0,5.0,3953-10-4,156.225006104,-1.61849414649
DTXSID0023373,False,True,15370.0,4.0,5.0,39562-70-4,360.365997314,-1.62993006154
DTXSID6021373,False,False,400.0,2.0,4.0,396-01-0,253.268997192,-0.198477960528
DTXSID00192717,True,False,6.35,1.0,2.0,39603-48-0,194.279998779,1.48565436678
DTXSID10192728,True,False,12.0,1.0,2.0,39624-86-7,265.239990234,1.3444577572
DTXSID4063248,True,False,50.0,1.0,2.0,3964-18-9,176.17199707,0.546966873155
DTXSID10192783,False,True,29000.0,4.0,5.0,39699-08-6,318.320007324,-1.95953406177
DTXSID10192788,False,False,318.0,2.0,4.0,3971-89-9,193.246002197,-0.216316601827
DTXSID50401043,False,False,470.0,2.0,4.0,39716-58-0,118.559997559,-0.598159676244
DTXSID5052709,False,False,500.0,2.0,4.0,39765-80-5,444.200012207,-0.0513914381887
DTXSID8041826,True,False,35.0,1.0,2.0,39794-99-5,205.690002441,0.769145138983
DTXSID2020896,False,False,200.0,2.0,3.0,39801-14-4,511.070007324,0.407450399015
DTXSID4073334,False,False,84.7,2.0,3.0,3984-22-3,100.116996765,0.0726244031595
DTXSID90364022,False,True,2500.0,3.0,5.0,398489-26-4,171.195999146,-1.16444639768
DTXSID9021473,False,False,1500.0,3.0,4.0,39884-52-1,102.093002319,-1.16709528346
DTXSID50192944,True,False,9.016,1.0,2.0,399-69-9,254.134994507,1.45005056868
DTXSID70192946,False,False,63.0,2.0,3.0,399-77-9,200.164001465,0.502045424934
DTXSID50193113,False,False,253.0,2.0,3.0,4005-51-0,101.129997253,-0.39824052573
DTXSID0023030,False,True,3509.0,3.0,5.0,40054-69-1,342.850006104,-1.01007920668
DTXSID4046284,False,False,510.0,3.0,4.0,4008-48-4,190.158004761,-0.428455564203
DTXSID6025480,False,True,4200.0,3.0,5.0,4016-14-2,116.160003662,-1.55819267335
DTXSID7041596,False,True,3100.0,3.0,5.0,40164-67-8,296.799987793,-1.01889781509
DTXSID2057736,False,False,1700.0,3.0,4.0,40187-51-7,179.175003052,-0.97717150084
DTXSID80193186,False,True,2810.0,3.0,5.0,4019-40-3,392.660003662,-0.854689653607
DTXSID2052077,False,True,3362.0,3.0,5.0,40203-73-4,140.182006836,-1.37990543608
DTXSID7052078,True,False,0.206,1.0,1.0,40321-76-4,356.399993896,3.23807046756
DTXSID6027555,False,True,19800.0,4.0,5.0,4035-89-6,478.593994141,-1.6166979459
DTXSID00193360,True,False,46.0,1.0,2.0,40373-31-7,251.281997681,0.737403544344
DTXSID40193400,True,False,7.0,1.0,2.0,404-40-0,167.182998657,1.37809407062
DTXSID60193402,True,False,2.0,1.0,1.0,404-42-2,171.147003174,1.93233930327
DTXSID9020241,False,False,148.1,2.0,3.0,404-86-4,305.417999268,0.314339569328
DTXSID3046532,True,False,21.0,1.0,2.0,4044-65-9,192.25,0.96164705374
DTXSID7024245,False,False,1050.0,3.0,4.0,40487-42-1,281.312011719,-0.572001022604
DTXSID6041979,False,True,3000.0,3.0,5.0,405-30-1,252.729995728,-1.0744644647
DTXSID60193523,False,True,2350.0,3.0,5.0,40507-94-6,218.029998779,-1.03255160991
DTXSID6063278,False,False,1780.0,3.0,4.0,4052-92-0,239.070007324,-0.871894907459
DTXSID1063279,False,True,3460.0,3.0,5.0,4053-08-1,232.619995117,-1.17242905652
DTXSID1021326,False,False,830.0,3.0,4.0,40548-68-3,116.120002747,-0.854171054944
DTXSID30885807,False,True,5450.0,4.0,5.0,40552-84-9,206.241,-1.4220214965
DTXSID60876304,False,True,2200.0,3.0,5.0,40575-34-6,260.11,-0.927265631735
DTXSID60193588,False,False,707.0,3.0,4.0,40580-61-8,350.414001465,-0.304837962884
DTXSID20193589,False,True,8000.0,4.0,5.0,40580-62-9,348.441986084,-1.36095950648
DTXSID8032627,False,True,2323.0,3.0,5.0,40596-69-8,310.477996826,-0.874018382085
DTXSID00193628,False,False,200.0,2.0,3.0,4062-99-1,207.229003906,0.0154205438016
DTXSID7058090,False,False,295.0,2.0,3.0,40626-35-5,260.290008545,-0.0543645183149
DTXSID20193645,False,False,466.7,2.0,4.0,40643-36-5,214.065994263,-0.338490118537
DTXSID40193647,False,False,467.8,2.0,4.0,40643-39-8,180.167007446,-0.41438495245
DTXSID2042436,False,True,3530.0,3.0,5.0,4065-45-6,308.299987793,-1.05880119786
DTXSID30193656,False,False,250.0,2.0,3.0,4067-01-0,187.197998047,-0.125638808724
DTXSID7025843,False,False,1600.0,3.0,4.0,4067-16-7,232.37600708,-0.83792869771
DTXSID50193698,False,False,240.0,2.0,3.0,40712-66-1,365.660003662,0.182866217563
DTXSID3025045,False,False,250.0,2.0,3.0,4074-88-8,214.216995239,-0.0670860853796
DTXSID7074248,False,True,6400.0,4.0,5.0,4074-90-2,198.218002319,-1.50903687907
DTXSID2020551,False,True,2550.0,3.0,5.0,40762-15-0,348.760009766,-0.864013499282
DTXSID5024760,False,False,500.0,2.0,4.0,4080-31-3,251.160003662,-0.299019523617
DTXSID10193795,False,False,253.0,2.0,3.0,40805-93-4,309.877990723,0.0880702101227
DTXSID5045469,False,False,70.6,2.0,3.0,40828-46-4,260.309997559,0.566686147046
DTXSID1027558,False,True,2234.0,3.0,5.0,4083-64-1,197.210006714,-1.0541542209
DTXSID5041859,False,False,563.0,3.0,4.0,40843-25-2,327.160003662,-0.235748190471
DTXSID60193821,False,False,328.6,2.0,4.0,40843-82-1,169.61000061,-0.287216103384
DTXSID5052751,False,True,2001.0,3.0,5.0,409-21-2,41.1040000916,-1.68736300075
DTXSID60193902,False,True,2460.0,3.0,5.0,4091-14-9,161.203994751,-1.18355930737
DTXSID60193922,False,True,10200.0,4.0,5.0,40915-86-4,251.350006104,-1.60832127165
DTXSID80193924,False,False,1400.0,3.0,4.0,4092-75-5,266.429992676,-0.720544922836
DTXSID0045383,False,False,545.0,3.0,4.0,4093-35-0,344.252990723,-0.199518780367
DTXSID4063296,False,False,246.0,2.0,3.0,4097-89-6,146.238006592,-0.225874848654
DTXSID0023826,False,False,1000.0,3.0,4.0,4098-71-9,222.287994385,-0.653083992601
DTXSID30194007,True,False,3.434,1.0,1.0,41035-29-4,412.809997559,2.0799499158
DTXSID80194012,True,False,6.8,1.0,2.0,4104-02-3,228.300003052,1.52599700459
DTXSID5040330,True,False,3.7,1.0,1.0,4104-14-7,375.200012207,2.00606111977
DTXSID9045186,False,False,481.0,2.0,4.0,41078-02-8,194.194000244,-0.393909268418
DTXSID3041249,False,True,11320.0,4.0,5.0,41098-56-0,1305.10998535,-0.938199314397
DTXSID80194052,True,False,50.0,1.0,2.0,4110-66-1,251.225997925,0.701094575678
DTXSID70884036,False,False,700.0,3.0,4.0,4116-10-3,149.57,-0.670253546359
DTXSID90194104,False,False,330.0,2.0,4.0,4117-90-2,275.355010986,-0.0786209555781
DTXSID3032464,False,False,358.0,2.0,4.0,41198-08-7,373.630004883,0.0185587189436
DTXSID7052864,False,False,794.0,3.0,4.0,41206-16-0,170.240005493,-0.668758877799
DTXSID30194128,False,True,5001.0,4.0,5.0,41208-07-5,358.528991699,-1.14453257481
DTXSID40194134,False,False,1356.0,3.0,4.0,4121-35-1,216.240005493,-0.797323645808
DTXSID2058093,False,False,63.0,2.0,3.0,41219-31-2,368.890014648,0.767556350171
DTXSID5041011,False,True,2820.0,3.0,5.0,4124-30-5,239.86000061,-1.07029127787
DTXSID40194275,False,False,240.0,2.0,3.0,4129-17-3,243.205993652,0.0057630319239
DTXSID0022569,True,False,0.34,1.0,1.0,41294-56-8,400.647003174,3.07128298154
DTXSID9020615,False,False,94.0,2.0,3.0,41340-25-4,287.359008789,0.485296963343
DTXSID7047568,False,False,1183.0,3.0,4.0,41394-05-2,202.216995239,-0.767167091749
DTXSID7046594,False,True,5900.0,4.0,5.0,41468-25-1,265.157989502,-1.34734729422
DTXSID9037533,False,True,3900.0,3.0,5.0,4147-51-7,255.380004883,-1.18387771609
DTXSID6041688,False,True,4000.0,3.0,5.0,41483-43-6,316.420013428,-1.1017960467
DTXSID7028011,False,True,6300.0,4.0,5.0,41484-35-9,642.940002441,-0.991170101917
DTXSID1032646,False,False,507.0,3.0,4.0,4151-50-2,527.200012207,0.0169674523085
DTXSID6045583,False,True,2350.0,3.0,5.0,41621-49-2,268.356994629,-0.942354942771
DTXSID6020519,False,False,1095.0,3.0,4.0,4164-28-7,90.0820007324,-1.08477609583
DTXSID7028013,False,True,2800.0,3.0,5.0,41663-84-7,206.156997681,-1.1329599505
DTXSID7029665,False,True,2830.0,3.0,5.0,4169-04-4,152.192993164,-1.26939177718
DTXSID8024864,False,False,165.0,2.0,3.0,4170-30-3,70.091,-0.371821688034
DTXSID40194513,False,True,2530.0,3.0,5.0,41716-84-1,356.850006104,-0.850634812655
DTXSID00194514,False,False,1000.0,3.0,4.0,41716-93-2,446.929992676,-0.349760499633
DTXSID90194588,False,True,3500.0,3.0,5.0,41764-14-1,217.268005371,-1.20707226701
DTXSID9020087,False,True,2090.0,3.0,5.0,4180-23-8,148.205001831,-1.14928342504
DTXSID7037478,False,False,250.0,2.0,3.0,41814-78-2,189.240005493,-0.120927056689
DTXSID6046634,False,True,2450.0,3.0,5.0,41826-92-0,310.346008301,-0.897319920543
DTXSID3029869,False,False,1082.0,3.0,4.0,41859-67-0,361.820007324,-0.475734682685
DTXSID40194654,True,False,15.0,1.0,2.0,4186-17-8,332.470001221,1.34566120595
DTXSID70194662,False,False,900.0,3.0,4.0,4189-10-0,247.539993286,-0.560597134613
DTXSID0041430,False,False,664.0,3.0,4.0,4189-47-3,197.027999878,-0.527640130727
DTXSID5052090,False,True,4490.0,3.0,5.0,41890-92-0,188.311004639,-1.37737064067
DTXSID40885853,False,False,1070.0,3.0,4.0,41892-01-7,342.39,-0.494862705699
DTXSID00194675,False,True,8000.0,4.0,5.0,41905-79-7,306.360992432,-1.41685651928
DTXSID9044669,False,True,12080.0,4.0,5.0,4193-55-9,960.950012207,-1.09936613765
DTXSID8024608,False,False,1158.0,3.0,4.0,4196-86-5,552.578979492,-0.321314199376
DTXSID9034490,False,False,133.5,2.0,3.0,420-04-2,42.0410003662,-0.501808224178
DTXSID3049411,False,False,178.0,2.0,3.0,420-12-2,60.1100006104,-0.47147326993
DTXSID8041030,False,False,1242.0,3.0,4.0,42017-89-0,318.75,-0.590671402399
DTXSID10194828,False,False,1820.0,3.0,4.0,42018-31-5,208.216995239,-0.941555213063
DTXSID6022846,False,False,67.3,2.0,3.0,4205-90-7,230.089996338,0.53388267296
DTXSID8044670,False,False,126.0,2.0,3.0,4205-91-8,266.549987793,0.325408121854
DTXSID50194867,True,False,19.321,1.0,2.0,4205-98-5,334.459991455,1.23831457382
DTXSID10194868,True,False,14.656,1.0,2.0,4205-99-6,334.459991455,1.35832871801
DTXSID70194960,False,True,3400.0,3.0,5.0,4212-94-6,237.255004883,-1.15626353443
DTXSID3073181,False,False,500.0,2.0,4.0,422-81-1,303.179992676,-0.217269466206
DTXSID3023342,False,True,5300.0,4.0,5.0,42200-33-9,309.406005859,-1.23374713009
DTXSID30195054,False,True,3100.0,3.0,5.0,4223-11-4,144.214004517,-1.33235425738
DTXSID50195076,False,True,3080.0,3.0,5.0,4224-62-8,150.600006104,-1.31072572703
DTXSID40195106,True,False,3.285,1.0,1.0,4228-88-0,255.020004272,1.89003887479
DTXSID00195107,True,False,2.61,1.0,1.0,4228-89-1,255.020004272,1.98993374135
DTXSID60195108,True,False,9.865,1.0,2.0,4228-91-5,265.579986572,1.43009825502
DTXSID20195109,True,False,4.122,1.0,1.0,4228-93-7,368.359985352,1.95116445958
DTXSID30195110,True,False,18.049,1.0,2.0,4228-97-1,343.928985596,1.28001563383
DTXSID90195111,True,False,18.286,1.0,2.0,4228-99-3,303.489990234,1.22002565623
DTXSID9063370,False,False,570.0,3.0,4.0,4230-97-1,184.279006958,-0.49039899241
DTXSID90195136,False,False,138.0,2.0,3.0,4232-84-2,371.333007812,0.429884469002
DTXSID7058098,False,False,240.0,2.0,3.0,4234-79-1,634.780029297,0.422412013324
DTXSID3059977,False,True,5001.0,4.0,5.0,424-40-8,296.165008545,-1.22752310858
DTXSID6044565,False,True,2850.0,3.0,5.0,4246-51-9,220.31300354,-1.11180472873
DTXSID8041373,False,False,1098.0,3.0,4.0,42482-06-4,210.272994995,-0.717818839552
DTXSID7034676,True,False,27.0,1.0,2.0,42509-80-8,313.739990234,1.06520611454
DTXSID3026190,False,False,300.0,2.0,4.0,4252-78-2,223.479995728,-0.127882600334
DTXSID0027565,False,False,1550.0,3.0,4.0,4253-34-3,220.251998901,-0.84741183962
DTXSID6034502,False,False,1320.0,3.0,4.0,42534-61-2,302.414001465,-0.639972036512
DTXSID20195346,True,False,10.0,1.0,2.0,42565-17-3,256.230010986,1.40862999521
DTXSID1040320,False,True,6400.0,4.0,5.0,42576-02-3,342.130004883,-1.2719888104
DTXSID3032624,False,True,4900.0,3.0,5.0,42588-37-4,276.420013428,-1.2486265963
DTXSID4058100,False,True,6130.0,4.0,5.0,42609-73-4,268.359985352,-1.35874271502
DTXSID6048701,False,False,96.75,2.0,3.0,4261-68-1,200.149993896,0.315704607506
DTXSID7023728,False,False,1040.0,3.0,4.0,4268-36-4,274.360992432,-0.578710974159
DTXSID90195398,False,True,7200.0,4.0,5.0,42711-84-2,178.231994629,-1.60634682903
DTXSID7073515,False,False,1345.0,3.0,4.0,42790-35-2,225.291000366,-0.775978440903
DTXSID5048633,False,False,460.0,2.0,4.0,42864-78-8,381.899993896,-0.0808081802491
DTXSID9042205,False,False,1000.0,3.0,4.0,42874-01-1,317.649993896,-0.498051148674
DTXSID7024241,False,True,5001.0,4.0,5.0,42874-03-3,361.700012207,-1.14070833113
DTXSID4045472,False,True,3880.0,3.0,5.0,42924-53-8,228.291000366,-1.23034293442
DTXSID60195582,False,True,3400.0,3.0,5.0,42959-18-2,205.328994751,-1.2190286361
DTXSID7028015,False,True,6200.0,4.0,5.0,42978-66-5,300.351013184,-1.31476258819
DTXSID9058103,True,False,6.0,1.0,2.0,4301-50-2,258.291992188,1.63395969159
DTXSID7020500,True,False,29.0,1.0,2.0,43033-72-3,389.959991455,1.1286220543
DTXSID90195671,False,True,4243.0,3.0,5.0,43064-33-1,342.429992676,-1.09310123521
DTXSID00195682,False,True,2940.0,3.0,5.0,43087-91-8,226.300003052,-1.1136627706
DTXSID6021583,False,False,1580.0,3.0,4.0,431-03-8,86.0899963379,-1.26370439761
DTXSID9063405,False,True,3200.0,3.0,5.0,4312-93-0,131.175003052,-1.38729889535
DTXSID5041198,False,False,320.0,2.0,4.0,4312-97-4,128.490005493,-0.396280630637
DTXSID3023897,False,False,90.0,2.0,3.0,43121-43-3,293.75,0.51373536584
DTXSID50195758,False,False,1800.0,3.0,4.0,4317-14-0,293.410003662,-0.787797588298
DTXSID4041155,False,False,827.0,3.0,4.0,43200-80-2,388.809997559,-0.327768086043
DTXSID8044672,False,True,23160.0,4.0,5.0,4321-69-1,566.469970703,-1.61156166275
DTXSID6024048,False,False,206.0,2.0,3.0,43222-48-6,360.429992676,0.242953702647
DTXSID7036822,False,True,14730.0,4.0,5.0,4335-09-5,812.700012207,-1.25827248057
DTXSID70195831,False,False,700.0,3.0,4.0,4336-19-0,198.218002319,-0.547954945098
DTXSID2063420,False,True,9274.0,4.0,5.0,4337-66-0,183.207000732,-1.70432502659
DTXSID0020369,False,True,2147.0,3.0,5.0,4342-03-4,182.18699646,-1.07131466833
DTXSID5023459,False,False,200.0,2.0,3.0,435-97-2,280.322998047,0.146628733617
DTXSID1025437,False,False,243.0,2.0,3.0,4350-09-8,220.227996826,-0.0427337450923
DTXSID30195877,False,False,300.0,2.0,4.0,4357-96-4,247.699996948,-0.0831952534845
DTXSID6045537,False,False,360.0,2.0,4.0,4360-12-7,326.440002441,-0.0424991283354
DTXSID2052100,False,True,4150.0,3.0,5.0,4360-47-8,129.162002563,-1.50691332689
DTXSID60884065,False,False,115.0,2.0,3.0,4362-40-7,150.6,0.117127131511
DTXSID1063433,False,True,3700.0,3.0,5.0,4364-06-1,178.231002808,-1.31721847343
DTXSID9023049,True,False,18.0,1.0,2.0,437-38-7,336.479003906,1.27168546458
DTXSID0023743,False,True,14130.0,4.0,5.0,437-74-1,434.45300293,-1.51219935845
DTXSID2025680,False,False,1340.0,3.0,4.0,4376-20-9,278.347991943,-0.682516705796
DTXSID40880060,False,False,537.0,3.0,4.0,438-41-5,336.22,-0.203350741881
DTXSID0023535,False,False,240.0,2.0,3.0,438-60-8,263.384002686,0.040378151707
DTXSID4020406,False,False,249.0,2.0,3.0,439-14-5,284.739990234,0.0582491187111
DTXSID1023368,False,False,250.0,2.0,3.0,4394-00-7,282.221984863,0.0526508332513
DTXSID3045693,True,False,2.3,1.0,1.0,4394-04-1,242.277999878,2.02258614368
DTXSID2052102,False,True,4100.0,3.0,5.0,4395-92-0,160.259994507,-1.4079587332
DTXSID1045085,False,False,543.0,3.0,4.0,440-17-5,480.420013428,-0.0531787385595
DTXSID00196013,False,False,900.0,3.0,4.0,440-60-8,198.091995239,-0.657375583086
DTXSID0029264,False,True,12080.0,4.0,5.0,4404-43-7,916.989990234,-1.1197023393
DTXSID8041533,False,True,2001.0,3.0,5.0,4412-09-3,319.899993896,-0.796232856838
DTXSID20196050,False,True,2830.0,3.0,5.0,4413-13-2,146.229995728,-1.28674996822
DTXSID7026029,False,False,500.0,2.0,4.0,4418-26-2,190.130004883,-0.419919344984
DTXSID1041768,True,False,1.3,1.0,1.0,4418-66-0,315.209991455,2.3846566229
DTXSID50196083,False,True,2140.0,3.0,5.0,4425-95-0,310.348999023,-0.838563424367
DTXSID10196084,False,True,2180.0,3.0,5.0,4425-97-2,272.351013184,-0.903327498357
DTXSID2020892,False,True,3000.0,3.0,5.0,443-48-1,171.156005859,-1.2437291116
DTXSID7052105,False,True,3900.0,3.0,5.0,4430-31-3,154.208999634,-1.40295488716
DTXSID5029265,False,False,850.0,3.0,4.0,4433-79-8,271.700012207,-0.495329267784
DTXSID2052106,False,True,4210.0,3.0,5.0,4435-53-4,146.186004639,-1.45937629913
DTXSID8063464,False,False,210.0,2.0,3.0,4437-22-3,178.18699646,-0.0713432873549
DTXSID3063469,False,False,400.0,2.0,4.0,4439-24-1,118.176002502,-0.529530696161
DTXSID9023675,False,False,875.0,3.0,4.0,444-27-9,133.169998169,-0.817601659249
DTXSID7063473,False,False,940.0,3.0,4.0,4442-79-9,128.214996338,-0.865189029307
DTXSID9027570,False,False,1410.0,3.0,4.0,4454-05-1,114.143997192,-1.09176603568
DTXSID1063483,False,True,7784.0,4.0,5.0,4457-71-0,118.176002502,-1.81867353209
DTXSID0032869,False,False,200.0,2.0,3.0,446-35-5,159.091995239,-0.0993816671228
DTXSID4020119,False,False,400.0,2.0,4.0,446-86-6,277.260009766,-0.159172757129
DTXSID90196244,False,False,500.0,2.0,4.0,4460-32-6,503.019012451,0.00261439592187
DTXSID60196276,False,False,1910.0,3.0,4.0,4468-93-3,146.229995728,-1.11599689994
DTXSID1060003,False,True,2500.0,3.0,5.0,447-14-3,158.123001099,-1.19894496022
DTXSID70196282,False,True,9200.0,4.0,5.0,4471-27-6,214.261001587,-1.63284469661
DTXSID2041705,False,True,3350.0,3.0,5.0,4474-24-2,678.679992676,-0.693379760554
DTXSID9027572,False,False,74.0,2.0,3.0,4475-95-0,98.1490020752,0.122654168561
DTXSID50196301,False,True,3561.0,3.0,5.0,4479-75-8,99.1330032349,-1.55535371034
DTXSID80196319,False,True,6500.0,4.0,5.0,4484-61-1,106.121002197,-1.78711201387
DTXSID2029666,False,True,15000.0,4.0,5.0,4485-12-5,290.420013428,-1.71306471789
DTXSID70884076,False,False,670.0,3.0,4.0,4488-57-7,134.222,-0.698251096886
DTXSID7022916,False,False,220.0,2.0,3.0,4498-32-2,295.385986328,0.127967206888
DTXSID5063497,False,True,8980.0,4.0,5.0,4499-01-8,681.380004883,-1.11988695163
DTXSID2028016,False,False,500.0,2.0,4.0,44992-01-0,193.67,-0.411907651782
DTXSID5063499,False,True,2600.0,3.0,5.0,4500-29-2,187.283004761,-1.14247497942
DTXSID20196398,False,True,7333.0,4.0,5.0,4513-53-5,139.154006958,-1.72178596858
DTXSID90196406,False,False,1460.0,3.0,4.0,4515-30-4,304.589996338,-0.680637220102
DTXSID40196416,False,False,723.0,3.0,4.0,452-06-2,135.130004883,-0.728386504837
DTXSID2052108,False,False,260.0,2.0,3.0,4525-33-1,134.087005615,-0.287586655601
DTXSID3073185,True,False,3.5,1.0,1.0,453-18-9,92.0690002441,1.42004538292
DTXSID2047850,False,False,1210.0,3.0,4.0,4544-15-4,375.890014648,-0.50772458129
DTXSID3042211,True,False,24.0,1.0,2.0,4549-40-0,100.121002197,0.620313946474
DTXSID90196527,False,False,340.0,2.0,4.0,4549-43-3,100.121002197,-0.530953728857
DTXSID50196528,False,False,380.0,2.0,4.0,4549-44-4,130.190994263,-0.465202652917
DTXSID5060013,False,False,128.0,2.0,3.0,455-14-1,161.126998901,0.0999583484961
DTXSID4025612,False,False,170.0,2.0,3.0,4553-62-2,108.143997192,-0.196446503554
DTXSID7043902,False,True,16742.0,4.0,5.0,4559-86-8,284.488006592,-1.76974337541
DTXSID4022862,False,True,5001.0,4.0,5.0,456-59-7,276.37600708,-1.25755651644
DTXSID90196603,False,False,600.0,3.0,4.0,4570-41-6,134.138000488,-0.650599422088
DTXSID4023044,False,False,130.0,2.0,3.0,458-24-2,231.261993408,0.250160912503
DTXSID8031077,False,True,2001.0,3.0,5.0,458-37-7,368.385009766,-0.734945138959
DTXSID7052109,False,False,238.0,2.0,3.0,4584-46-7,144.039993286,-0.2180938646
DTXSID0047115,False,True,3700.0,3.0,5.0,459-80-3,168.235992432,-1.34228280964
DTXSID4027153,False,True,2700.0,3.0,5.0,460-00-4,175.0,-1.18832571547
DTXSID3032389,False,True,6000.0,4.0,5.0,4602-84-0,222.372,-1.43107114828
DTXSID0022806,False,False,250.0,2.0,3.0,461-78-9,183.679992676,-0.133878155272
DTXSID5045833,False,True,18160.0,4.0,5.0,4618-18-2,342.29699707,-1.72471275504
DTXSID80196753,False,False,1700.0,3.0,4.0,4619-66-3,158.152999878,-1.03137148726
DTXSID4025329,False,True,4399.0,3.0,5.0,462-06-6,96.1039962769,-1.66061251474
DTXSID1044431,False,False,1620.0,3.0,4.0,4620-70-6,117.192001343,-1.14061704357
DTXSID2047149,False,True,2750.0,3.0,5.0,4621-04-9,142.242004395,-1.28630483033
DTXSID2060046,False,False,929.0,3.0,4.0,463-71-8,114.970001221,-0.907431178022
DTXSID9074303,False,True,3881.0,3.0,5.0,4630-82-4,142.197998047,-1.43605016057
DTXSID3023508,False,False,1090.0,3.0,4.0,4630-95-9,386.37701416,-0.450415215912
DTXSID6052114,False,False,1350.0,3.0,4.0,4635-59-0,140.990005493,-0.981145441038
DTXSID1025851,True,False,46.6,1.0,2.0,4635-87-4,81.1179962158,0.24073129745
DTXSID3022035,False,True,5800.0,4.0,5.0,464-45-9,154.253005981,-1.57519435753
DTXSID7042065,True,False,7.0,1.0,2.0,465-73-6,364.899993896,1.71707581609
DTXSID3041615,False,True,3600.0,3.0,5.0,4658-28-0,225.270004272,-1.20359913348
DTXSID5023532,False,False,56.0,2.0,3.0,466-06-8,530.65802002,0.976626705253
DTXSID2023486,False,False,180.0,2.0,3.0,467-60-7,267.372009277,0.171843434649
DTXSID1052115,False,False,770.0,3.0,4.0,467-63-0,389.542999268,-0.295935321408
DTXSID70196924,False,False,98.5,2.0,3.0,4671-93-6,196.121994019,0.299090069673
DTXSID00875553,False,False,100.0,2.0,3.0,468-28-0,414.586,0.617614632477
DTXSID0048343,False,False,183.0,2.0,3.0,468-61-1,335.488006592,0.263225909397
DTXSID6057900,False,True,2001.0,3.0,5.0,46817-91-8,237.298995972,-0.925951187945
DTXSID7040289,False,True,2180.0,3.0,5.0,4684-94-0,157.550003052,-1.14103807768
DTXSID3034799,False,False,106.0,2.0,3.0,4685-14-7,186.257003784,0.24480674715
DTXSID40196971,False,False,1900.0,3.0,4.0,46878-66-4,241.289993286,-0.896214289615
DTXSID1023524,False,False,135.0,2.0,3.0,469-62-5,339.479003906,0.400479150712
DTXSID4044242,False,True,15900.0,4.0,5.0,4691-65-0,392.17098999,-1.60792165981
DTXSID1068487,False,True,3040.0,3.0,5.0,46948-72-5,285.359985352,-1.02748050957
DTXSID80196995,False,False,600.0,3.0,4.0,4695-13-0,211.264007568,-0.453325736511
DTXSID60858862,False,True,6160.0,4.0,5.0,4695-62-9,152.236999512,-1.60706049645
DTXSID8045561,False,True,16000.0,4.0,5.0,4697-14-7,428.380004883,-1.57229079121
DTXSID20196999,False,True,5001.0,4.0,5.0,4698-11-7,223.274993896,-1.35021676838
DTXSID3047396,False,True,3100.0,3.0,5.0,470-67-7,154.253005981,-1.3031280578
DTXSID4020616,False,True,2480.0,3.0,5.0,470-82-6,154.253005981,-1.20621804479
DTXSID7034250,True,False,9.66,1.0,2.0,470-90-6,359.559997559,1.57079424239
DTXSID5041980,False,True,2580.0,3.0,5.0,47000-92-0,296.260009766,-0.939946673147
DTXSID6052116,False,True,6380.0,4.0,5.0,4702-64-1,376.368011475,-1.22920797425
DTXSID90197034,False,False,1500.0,3.0,4.0,471-01-2,138.210006714,-1.03555177099
DTXSID6060050,False,False,100.0,2.0,3.0,471-25-0,70.0469970703,-0.154610478276
DTXSID3036238,False,True,6450.0,4.0,5.0,471-34-1,100.085998535,-1.80918638825
DTXSID7025394,False,False,763.0,3.0,4.0,4719-04-4,219.285,-0.541515612798
DTXSID3044679,False,False,1890.0,3.0,4.0,4724-48-5,194.210998535,-0.988187982989
DTXSID70197077,False,True,22600.0,4.0,5.0,4726-93-6,127.142997742,-2.24981599226
DTXSID00197080,False,True,8837.0,4.0,5.0,4727-29-1,241.246002197,-1.56384472982
DTXSID9063580,False,False,900.0,3.0,4.0,4728-82-9,182.263000488,-0.693543993909
DTXSID70197092,False,True,2700.0,3.0,5.0,473-49-4,403.019989014,-0.826037177316
DTXSID30197093,False,False,300.0,2.0,4.0,473-51-8,339.390014648,0.0535778058699
DTXSID1052117,False,False,79.0,2.0,3.0,4736-60-1,418.257995605,0.723817160589
DTXSID2020260,False,True,4000.0,3.0,5.0,474-25-9,392.579986572,-1.0081318355
DTXSID00197126,False,False,712.0,3.0,4.0,4740-11-8,177.320007324,-0.603722253071
DTXSID60197147,False,False,1550.0,3.0,4.0,4746-87-6,227.263000488,-0.833802961925
DTXSID1052119,False,False,520.0,3.0,4.0,47465-97-4,345.398010254,-0.177683512251
DTXSID8031100,False,False,545.0,3.0,4.0,475-81-0,355.433990479,-0.185637544842
DTXSID20197183,False,False,75.0,2.0,3.0,4752-35-6,232.309997559,0.491006636857
DTXSID30197194,False,True,2001.0,3.0,5.0,4755-59-3,329.829986572,-0.782956951546
DTXSID4022941,False,False,1850.0,3.0,4.0,4757-55-5,294.441986084,-0.79817198991
DTXSID1046710,False,False,390.0,2.0,4.0,4779-94-6,189.63999939,-0.313134661777
